cluster,nb_orders,total_spend,mean_payment_sequential,mean_payment_installments,mean_review_score,mean_delivery_days,favorite_sale_month,total_items,mean_nb_items,order_mean_delay,freight_ratio,customer_zip_code_prefix,haversine_distance
0,1.037296313874387,151.71566445182725,1.0430106058665622,2.9108650806206575,4.607428312251522,9.469205319470937,9.135817117544692,1.1589938300901756,1.1153524532736683,226.8502711106591,0.19435848758107893,17483.48588039867,528.5258934119552
1,1.0345214077561085,153.6393528036635,1.045969833797675,2.786900377725625,4.60264891356944,10.1061974085578,3.633586319531175,1.1589649982387036,1.1172843657376272,231.81094138619358,0.19282511928779583,17057.444647260385,511.9024216494287
2,1.0259872811494073,190.16495328570306,1.048412279613717,3.2196046217901353,1.3697906735906265,19.88407856703503,5.787940645363901,1.3390123262934757,1.3012156185391641,231.4242626468818,0.21582790295988066,36275.309884588205,799.2256064676429
3,1.031854002488594,181.00239776026544,1.039660089668385,3.1217049382250543,4.565703947170822,14.973919899761519,6.023060970551638,1.1467026130236417,1.1082827714246213,239.89340887993524,0.23837038573206137,76879.52277063459,1087.5782663345585
